name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
ajmer,2024-06-12T18:00:00,38.8,37.8,12.3,20.64,0,0,,0,0,12.6,11.5,239.2,1001,96.5,24.1,361,1.3,4,10,Overcast,cloudy,remote
ajmer,2024-06-12T19:00:00,37.9,37,12.7,22.25,0,0,,0,0,16.9,15.8,212.5,1001,99.4,24.1,36,0.1,0,10,Overcast,cloudy,remote
ajmer,2024-06-12T20:00:00,32.4,32.8,17.1,40.05,0,0,,0,0,25.6,9.4,50,1002,80,4,11,0,0,10,Partially cloudy,partly-cloudy-night,42343099999
ajmer,2024-06-12T21:00:00,34.3,34.4,16.1,33.78,0,0,,0,0,37.1,26.6,235,1002,99.8,24.1,0,0,0,10,Overcast,cloudy,remote
ajmer,2024-06-12T22:00:00,34.5,34.5,15.9,32.99,0,0,,0,0,33.5,19.1,245.4,1002,100,24.1,0,0,0,10,Overcast,cloudy,remote
ajmer,2024-06-12T23:00:00,31.7,33.9,20.2,50.59,0,0,,0,0,35.6,0,221.3,1002.6,50,4,0,0,0,10,Partially cloudy,partly-cloudy-night,42343099999
ajmer,2024-06-13T00:00:00,33.5,33.1,15,32.92,0,0,,0,0,37.8,18.7,239.5,1002,72.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-13T01:00:00,33.8,33.1,14.4,31.15,0,0,,0,0,44.6,24.5,253,1002,99,24.1,0,0,0,10,Overcast,cloudy,remote
ajmer,2024-06-13T02:00:00,33.7,33,14.4,31.32,0,0,,0,0,44.3,27.4,255.5,1002,89,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-13T03:00:00,32.6,31.7,13.7,31.84,0,0,,0,0,46.4,30.2,254.3,1002,94.3,24.1,0,0,0,3,Overcast,cloudy,remote
ajmer,2024-06-13T04:00:00,31.5,30.5,13.2,32.8,0,0,,0,0,50,31.3,255.6,1002,18.1,24.1,0,0,0,3,Clear,clear-night,remote
ajmer,2024-06-13T05:00:00,30.4,30,15.1,39.5,0,0,,0,0,51.1,31.3,257.4,1002,12.7,24.1,0,0,0,5,Clear,clear-night,remote
ajmer,2024-06-13T06:00:00,29.9,30.4,17.3,46.77,0,0,,0,0,48.6,29.9,261.8,1003,76.4,24.1,0,0,0,5,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-13T07:00:00,30,30.6,17.7,47.69,0,0,,0,0,46.1,28.4,260.1,1003,36.3,24.1,21,0.1,0,5,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-13T08:00:00,30.8,31.5,17.8,45.84,0,0,,0,0,45.7,34.6,258.5,1004,29.5,24.1,180,0.6,2,3,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-13T09:00:00,32.6,33.6,18.2,42.45,0,0,,0,0,45.4,37.8,263.7,1003,99.2,24.1,363,1.3,4,3,Overcast,cloudy,remote
ajmer,2024-06-13T10:00:00,32.2,33.3,18.4,43.96,0,0,,0,0,42.5,34.6,263.4,1004,100,24.1,85,0.3,1,3,Overcast,cloudy,remote
ajmer,2024-06-13T11:00:00,32.7,33.6,18.1,41.94,0,0,,0,0,42.5,33.8,267.2,1004,100,24.1,102,0.4,1,3,Overcast,cloudy,remote
ajmer,2024-06-13T12:00:00,33.7,33.7,16,34.71,0,0,,0,0,37.4,31.3,271.5,1004,98.7,24.1,149,0.5,1,10,Overcast,cloudy,remote
ajmer,2024-06-13T13:00:00,34.3,33.7,14.5,30.49,0,0,,0,0,31.3,26.6,283,1004,96.4,24.1,168,0.6,2,10,Overcast,cloudy,remote
ajmer,2024-06-13T14:00:00,35,34.3,14,28.39,0,0,,0,0,27.7,24.1,286.6,1003,11.7,24.1,259,0.9,3,10,Clear,clear-day,remote
ajmer,2024-06-13T15:00:00,37.9,37.3,13.6,23.59,0,0,,0,0,19.4,20.5,291.7,1002,20.5,24.1,858,3.1,9,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-13T16:00:00,38.8,38.2,13.4,22.18,0,0,,0,0,17.3,18,296,1001,58.6,24.1,748,2.7,7,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-13T17:00:00,38.5,37.9,13.3,22.4,0,0,,0,0,18.4,20.2,281,1000,92.9,24.1,469,1.7,5,10,Overcast,cloudy,remote
ajmer,2024-06-13T18:00:00,36.9,36,13,23.96,0,0,,0,0,25.2,20.5,243.2,1000,98.9,24.1,125,0.5,1,10,Overcast,cloudy,remote
ajmer,2024-06-13T19:00:00,36.4,35.4,12.9,24.46,0,0,,0,0,26.3,19.1,234.3,1000,81.4,24.1,31,0.1,0,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-13T20:00:00,35.7,34.7,12.9,25.42,0,0,,0,0,24.5,15.5,229.6,1000,87.6,24.1,20,0.1,0,10,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-13T21:00:00,35.3,34.3,13,26.16,0,0,,0,0,18.4,11.5,228.2,1000,100,24.1,0,0,0,10,Overcast,cloudy,remote
ajmer,2024-06-13T22:00:00,35.2,34.2,13,26.31,0,0,,0,0,10.8,9.4,242.3,1001,100,24.1,0,0,0,10,Overcast,cloudy,remote
ajmer,2024-06-13T23:00:00,35.2,34.1,12.9,26.14,0,0,,0,0,16.2,11.2,238.2,1001,100,24.1,0,0,0,10,Overcast,cloudy,remote
ajmer,2024-06-14T00:00:00,34.4,33.4,13.2,27.86,0,0,,0,0,27.4,14.8,218.6,1001,70.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-14T01:00:00,33.2,32.3,13.8,30.98,0,0,,0,0,35.3,18,230.4,1001,27.2,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-14T02:00:00,32.3,31,12.1,29.17,0,0,,0,0,36.4,19.8,252.8,1001,13.9,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-14T03:00:00,30.9,29.8,12.6,32.63,0.1,100,rain,0,0,47.5,24.8,253.5,1002,9.3,24.1,0,0,0,10,Rain,rain,remote
ajmer,2024-06-14T04:00:00,30.4,30.2,15.5,40.53,0,0,,0,0,49,25.6,263.6,1002,5.6,24.1,0,0,0,3,Clear,clear-night,remote
ajmer,2024-06-14T05:00:00,29.7,29.9,16.7,45.55,0,0,,0,0,51.5,28.8,271.9,1001,8.4,24.1,0,0,0,3,Clear,clear-night,remote
ajmer,2024-06-14T06:00:00,29.4,29.7,16.8,46.64,0,0,,0,0,44.3,23.8,282.1,1002,88.4,24.1,0,0,0,5,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-14T07:00:00,29.4,30.8,19.3,54.58,0,0,,0,0,47.9,29.9,278.6,1002,87.7,24.1,18,0.1,0,3,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-14T08:00:00,29.6,31.4,20,56.35,0,0,,0,0,47.9,33.1,266.8,1003,26.3,24.1,77,0.3,1,3,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-14T09:00:00,31.6,33.1,19.2,47.82,0,0,,0,0,45.4,37.8,263.5,1003,7.5,24.1,371,1.3,4,3,Clear,clear-day,remote
ajmer,2024-06-14T10:00:00,33.9,34.7,17.6,38,0,0,,0,0,39.6,35.3,266.6,1003,2.8,24.1,607,2.2,6,10,Clear,clear-day,remote
ajmer,2024-06-14T11:00:00,35.4,35.8,16.5,32.6,0,0,,0,0,31.3,31,271.2,1003,14.9,24.1,779,2.8,8,10,Clear,clear-day,remote
ajmer,2024-06-14T12:00:00,37.3,37.6,15.7,27.91,0,0,,0,0,25.2,27.7,268,1003,1.5,24.1,899,3.2,9,10,Clear,clear-day,remote
ajmer,2024-06-14T13:00:00,38.5,38.8,15.4,25.65,0,0,,0,0,19.8,26.6,266,1002,49.4,24.1,968,3.5,10,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-14T14:00:00,38.6,38.8,15.1,25.03,0,0,,0,0,20.2,26.6,253.3,1001,94.7,24.1,806,2.9,8,10,Overcast,cloudy,remote
ajmer,2024-06-14T15:00:00,37.8,37.6,14.6,25.31,0,0,,0,0,20.2,23,251.9,1001,94.4,24.1,478,1.7,5,10,Overcast,cloudy,remote
ajmer,2024-06-14T16:00:00,37.6,37,13.6,23.98,0,0,,0,0,17.3,14.8,257.7,1000,100,24.1,225,0.8,2,10,Overcast,cloudy,remote
ajmer,2024-06-14T17:00:00,37.3,36.4,12.9,23.29,0,0,,0,0,17.3,14,264,1000,12.1,24.1,60,0.2,1,10,Clear,clear-day,remote
ajmer,2024-06-14T18:00:00,38.6,37.6,12.3,20.86,0,0,,0,0,18.4,18.7,274.8,999,0,24.1,410,1.5,4,10,Clear,clear-day,remote
ajmer,2024-06-14T19:00:00,38,36.9,12.2,21.41,0,0,,0,0,16.9,20.2,268.5,999,24,24.1,205,0.7,2,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-14T20:00:00,36.3,35.1,12.2,23.49,0,0,,0,0,29.2,18.4,263.6,1000,3.4,24.1,28,0.1,0,10,Clear,clear-night,remote
ajmer,2024-06-14T21:00:00,35,33.6,11.9,24.75,0,0,,0,0,33.1,16.9,262.7,1001,0,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-14T22:00:00,34.2,32.8,11.8,25.7,0,0,,0,0,27.7,12.6,266.5,1001,0,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-14T23:00:00,33.7,32.4,12.1,26.96,0,0,,0,0,21.6,11.5,271.9,1001,0,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-15T00:00:00,33.2,32,12.8,29.03,0,0,,0,0,29.9,13.7,271.8,1002,0,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-15T01:00:00,32.3,31.7,14.5,34.11,0,0,,0,0,36,17.3,274.1,1002,0,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-15T02:00:00,31.6,31.4,15.8,38.58,0,0,,0,0,40.3,21.6,266.1,1002,0,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-15T03:00:00,31,31,16.3,41.22,0,0,,0,0,40.7,21.2,269.1,1001,0.5,24.1,0,0,0,3,Clear,clear-night,remote
ajmer,2024-06-15T04:00:00,30.6,30.5,16,41.37,0,0,,0,0,38.9,18.4,276.8,1001,3.7,24.1,0,0,0,3,Clear,clear-night,remote
ajmer,2024-06-15T05:00:00,30.3,30.1,15.6,41.02,0,0,,0,0,38.9,17.6,267.6,1001,0,24.1,0,0,0,3,Clear,clear-night,remote
ajmer,2024-06-15T06:00:00,30.3,29.9,15.1,39.73,0,0,,0,0,43.2,22.3,263.7,1002,0,24.1,0,0,0,3,Clear,clear-day,remote
ajmer,2024-06-15T07:00:00,30.1,29.9,15.5,41.23,0,0,,0,0,43.6,27.4,262.4,1002,0,24.1,30,0.1,0,5,Clear,clear-day,remote
ajmer,2024-06-15T08:00:00,31,31.8,18,45.9,0,0,,0,0,43.9,33.5,260.5,1002,0,24.1,195,0.7,2,3,Clear,clear-day,remote
ajmer,2024-06-15T09:00:00,33,34.5,19,43.63,0,0,,0,0,36.7,33.1,263.7,1003,0,24.1,407,1.5,4,3,Clear,clear-day,remote
ajmer,2024-06-15T10:00:00,35.1,36.4,18.1,36.68,0,0,,0,0,30.2,30.6,271.4,1003,0,24.1,610,2.2,6,10,Clear,clear-day,remote
ajmer,2024-06-15T11:00:00,37,38,17.1,31.02,0,0,,0,0,23.8,26.6,271.5,1002,1.6,24.1,781,2.8,8,10,Clear,clear-day,remote
ajmer,2024-06-15T12:00:00,38.1,38.9,16.4,27.95,0,0,,0,0,16.9,22.3,269.8,1002,4.2,24.1,903,3.3,9,10,Clear,clear-day,remote
ajmer,2024-06-15T13:00:00,39.3,40,15.9,25.37,0,0,,0,0,16.6,20.5,270,1001,3.8,24.1,966,3.5,10,10,Clear,clear-day,remote
ajmer,2024-06-15T14:00:00,40,40.6,15.5,23.82,0,0,,0,0,16.9,19.1,268.1,1001,71.3,24.1,966,3.5,10,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-15T15:00:00,39.7,40.1,15.3,23.9,0,0,,0,0,15.1,18.4,267.7,999,98.7,24.1,555,2,6,10,Overcast,cloudy,remote
ajmer,2024-06-15T16:00:00,39.2,39.5,15.3,24.55,0,0,,0,0,12.2,16.9,283.6,999,88.3,24.1,290,1,3,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-15T17:00:00,38.5,38.8,15.5,25.82,0.1,100,rain,0,0,13,12.6,200.3,999,100,23.4,192,0.7,2,10,"Rain, Overcast",rain,remote
ajmer,2024-06-15T18:00:00,35.8,36.1,16.2,31.29,0.8,100,rain,0,0,20.5,22.3,221.8,999,100,24.1,10,0,0,10,"Rain, Overcast",rain,remote
ajmer,2024-06-15T19:00:00,33.6,33.9,16.8,36.73,0,0,,0,0,23.8,14.4,233.7,1000,81.9,24.1,8,0,0,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-15T20:00:00,33.7,34,16.6,36.07,0.2,100,rain,0,0,30.6,19.8,244.1,1000,100,24.1,10,0,0,10,"Rain, Overcast",rain,remote
ajmer,2024-06-15T21:00:00,34.7,34.8,16,32.83,0,0,,0,0,29.9,21.6,237.2,1000,100,24.1,0,0,0,10,Overcast,cloudy,remote
ajmer,2024-06-15T22:00:00,34.6,34.6,15.8,32.59,0,0,,0,0,28.8,18.4,240.6,1001,100,24.1,0,0,0,10,Overcast,cloudy,remote
ajmer,2024-06-15T23:00:00,34.6,34.5,15.6,32.18,0,0,,0,0,26.6,14.8,244,1001,99.9,24.1,0,0,0,3,Overcast,cloudy,remote
ajmer,2024-06-16T00:00:00,34.9,34.6,15,30.45,0,0,,0,0,35.6,20.5,246.9,1000,99.1,24.1,0,0,0,3,Overcast,cloudy,remote
ajmer,2024-06-16T01:00:00,34.9,34.5,14.8,30.06,0,0,,0,0,37.8,19.4,244.1,1000,96.6,24.1,0,0,0,10,Overcast,cloudy,remote
ajmer,2024-06-16T02:00:00,33.9,33.8,15.8,33.89,0,0,,0,0,39.6,26.3,242.3,1000,22.3,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-16T03:00:00,32.8,32.7,16,36.51,0,0,,0,0,44.6,26.6,258.3,1001,7.9,24.1,0,0,0,3,Clear,clear-night,remote
ajmer,2024-06-16T04:00:00,31.8,31.9,16.4,39.63,0,0,,0,0,45.4,25.6,272.2,1001,52.5,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-16T05:00:00,31.5,31.6,16.6,40.83,0,0,,0,0,46.1,25.9,271.5,1002,28.5,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-16T06:00:00,31.2,31.3,16.6,41.53,0,0,,0,0,45.7,26.6,270.6,1002,8.5,24.1,0,0,0,3,Clear,clear-day,remote
ajmer,2024-06-16T07:00:00,31.1,31.4,17,42.85,0,0,,0,0,42.5,25.9,273.2,1003,24.9,24.1,29,0.1,0,5,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-16T08:00:00,32,32.7,17.8,42.82,0,0,,0,0,40.7,30.2,274.9,1003,40.1,24.1,168,0.6,2,3,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-16T09:00:00,32.7,33.8,18.3,42.47,0,0,,0,0,37.4,30.6,270.6,1004,86.5,24.1,302,1.1,3,3,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-16T10:00:00,32.7,33.9,18.6,43.28,0,0,,0,0,33.5,28.8,274.7,1004,63.7,24.1,276,1,3,3,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-16T11:00:00,35.7,36.9,17.9,35.04,0,0,,0,0,25.2,24.5,282.7,1004,5,24.1,619,2.2,6,3,Clear,clear-day,remote
ajmer,2024-06-16T12:00:00,37.7,39.4,18,31.6,0,0,,0,0,17.6,20.9,275.1,1003,38.1,24.1,894,3.2,9,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-16T13:00:00,38.7,40.4,17.7,29.38,0,0,,0,0,13.7,20.5,261,1003,7.1,24.1,946,3.4,9,10,Clear,clear-day,remote
ajmer,2024-06-16T14:00:00,39.2,41,17.7,28.6,0,0,,0,0,14.8,22,258,1002,5,24.1,958,3.4,10,10,Clear,clear-day,remote
ajmer,2024-06-16T15:00:00,39.2,41,17.8,28.78,0,0,,0,0,14.8,20.9,252,1002,5.9,24.1,896,3.2,9,10,Clear,clear-day,remote
ajmer,2024-06-16T16:00:00,39.5,41.1,17.3,27.44,0,0,,0,0,13,17.3,249.4,1001,7,24.1,775,2.8,8,10,Clear,clear-day,remote
ajmer,2024-06-16T17:00:00,39.4,40.7,16.9,26.89,0,0,,0,0,12.2,15.1,236.5,1000,5,24.1,608,2.2,6,10,Clear,clear-day,remote
ajmer,2024-06-16T18:00:00,39.5,40.6,16.5,26.08,0,0,,0,0,11.9,14,232.4,1000,4.7,24.1,409,1.5,4,10,Clear,clear-day,remote
ajmer,2024-06-16T19:00:00,38.9,39.8,16.4,26.76,0,0,,0,0,12.6,14,228.6,999,0.9,24.1,201,0.7,2,10,Clear,clear-day,remote
ajmer,2024-06-16T20:00:00,37.9,38.7,16.6,28.61,0,0,,0,0,19.8,14,234.9,1000,0,24.1,34,0.1,0,10,Clear,clear-night,remote
ajmer,2024-06-16T21:00:00,34.5,35.7,18.2,38.16,0,0,,0,0,35.3,24.1,244.2,1001,0,24.1,0,0,0,3,Clear,clear-night,remote
ajmer,2024-06-16T22:00:00,35.1,36.1,17.7,35.77,0,0,,0,0,34.6,22,243.4,1001,3.3,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-16T23:00:00,35.5,36.3,17.2,33.9,0,0,,0,0,31.3,17.6,240,1001,26.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-17T00:00:00,35.1,35.7,16.9,34,0,0,,0,0,30.2,16.6,251.2,1001,5,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-17T01:00:00,34.8,35.3,16.9,34.57,0,0,,0,0,34.2,19.4,251.6,1001,13.4,24.1,0,0,0,10,Clear,clear-night,remote
ajmer,2024-06-17T02:00:00,33.7,34.8,18.1,39.65,0,0,,0,0,41,24.8,246.1,1001,89.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-17T03:00:00,33.4,34.4,18,40.07,0,0,,0,0,42.8,26.3,258.6,1000,84.6,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-17T04:00:00,33.3,34.2,18,40.3,0,0,,0,0,43.9,27.4,257.9,1001,88.7,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
ajmer,2024-06-17T05:00:00,32.5,33.5,18.3,42.95,0,0,,0,0,45,26.6,266.8,1001,93.2,24.1,0,0,0,3,Overcast,cloudy,remote
ajmer,2024-06-17T06:00:00,32.5,33.4,18,42.15,0,0,,0,0,44.6,25.9,269.1,1002,100,24.1,0,0,0,3,Overcast,cloudy,remote
ajmer,2024-06-17T07:00:00,32.4,33.5,18.5,43.74,0,0,,0,0,42.1,27,268.3,1002,100,24.1,21,0.1,0,3,Overcast,cloudy,remote
ajmer,2024-06-17T08:00:00,32.4,34.2,19.6,46.85,0,0,,0,0,42.1,28.8,270.4,1003,99.4,24.1,49,0.2,0,3,Overcast,cloudy,remote
ajmer,2024-06-17T09:00:00,33.6,35.8,19.8,44.34,0,0,,0,0,39.2,32.8,275.2,1004,99.4,24.1,182,0.7,2,3,Overcast,cloudy,remote
ajmer,2024-06-17T10:00:00,35.5,38,19.7,39.65,0,0,,0,0,33.1,32.4,277.1,1004,49.3,24.1,486,1.7,5,10,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-17T11:00:00,37.3,40,19.5,35.47,0,0,,0,0,27,27.7,279.9,1004,8.1,24.1,745,2.7,7,30,Clear,clear-day,remote
ajmer,2024-06-17T12:00:00,39,41.8,19.1,31.56,0,0,,0,0,17.6,21.2,274.6,1003,5.4,24.1,885,3.2,9,30,Clear,clear-day,remote
ajmer,2024-06-17T13:00:00,40.2,42.9,18.7,28.86,0,0,,0,0,18.7,20.5,269.4,1003,33.4,24.1,949,3.4,9,30,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-17T14:00:00,40.9,43.4,18.2,26.94,0,0,,0,0,20.2,22.3,265,1002,62,24.1,941,3.4,9,30,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-17T15:00:00,41.2,43.5,17.9,26.02,0,0,,0,0,19.1,22.3,261,1001,88.5,24.1,756,2.7,8,30,Partially cloudy,partly-cloudy-day,remote
ajmer,2024-06-17T16:00:00,40.7,42.8,17.7,26.39,0,0,,0,0,19.8,23.8,263.6,1000,92.5,24.1,448,1.6,4,10,Overcast,cloudy,remote
ajmer,2024-06-17T17:00:00,40.3,42.2,17.6,26.79,0,0,,0,0,19.8,22.7,275,999,8.7,24.1,348,1.3,3,10,Clear,clear-day,remote
ajmer,2024-06-17T18:00:00,40.1,41.8,17.3,26.57,0,0,,0,0,18.7,17.3,285.3,999,5,24.1,407,1.5,4,10,Clear,clear-day,remote
ajmer,2024-06-17T19:00:00,39.7,40.8,16.5,25.8,0.1,100,rain,0,0,15.5,12.6,281.8,999,4.4,24.1,202,0.7,2,10,Rain,rain,remote
ajmer,2024-06-17T20:00:00,38.3,39.1,16.4,27.65,0.1,100,rain,0,0,15.8,12.2,227.9,1000,4.8,24.1,34,0.1,0,10,Rain,rain,remote
ajmer,2024-06-17T21:00:00,34.9,37,19.4,40.23,0.1,100,rain,0,0,31.7,21.2,226.6,1001,4.5,24.1,0,0,0,10,Rain,rain,remote
ajmer,2024-06-17T22:00:00,34.5,35.5,17.8,37.21,0,0,,0,0,31,16.2,212.8,1001,9,24.1,0,0,0,3,Clear,clear-night,remote
ajmer,2024-06-17T23:00:00,33.6,34.1,17.1,37.44,0.6,100,rain,0,0,23.4,11.5,207.7,1002,5,24.1,0,0,0,10,Rain,rain,remote
