time,tavg,tmin,tmax,prcp,humid
01-01-1990,9.4,6,15.1,0,87
02-01-1990,9.3,5.2,14.2,0,93
03-01-1990,9,6.5,13.6,0,95
04-01-1990,10.7,6,17.5,0,83
05-01-1990,12.6,7.3,20.8,0,73
06-01-1990,14.9,8.1,22.9,0,62
07-01-1990,14.4,8.1,21.4,0,74
08-01-1990,10.7,8.5,16.6,0,87
09-01-1990,13.4,7,20.6,0,68
10-01-1990,16.6,7,22.8,0,52
11-01-1990,17,10.9,25.3,0,57
12-01-1990,17.7,9.8,12,0,63
13-01-1990,17.2,8.8,27.7,0,68
14-01-1990,16.6,10.8,23.9,0,67
15-01-1990,14.4,8,23.1,0,56
16-01-1990,14.8,7.3,23.9,0,57
17-01-1990,17.8,10.2,26.2,0,55
18-01-1990,19.4,13.1,27.6,0,51
19-01-1990,19.1,12.1,25.8,0,57
20-01-1990,20,13.8,26.6,0,52
21-01-1990,18.8,12.5,27,0,60
22-01-1990,19.6,12.2,28,0,68
23-01-1990,17.8,12.4,22,0,70
24-01-1990,16.6,13,25.3,0,63
25-01-1990,17.7,11,26.1,0,61
26-01-1990,19.2,9.7,28.8,0,65
27-01-1990,20,13.3,26.1,0,62
28-01-1990,18.4,11,25.6,0,59
29-01-1990,15.2,9.5,21.7,0,52
30-01-1990,15.5,10.1,22.1,0,47
31-01-1990,17.1,9.3,25.2,0,50
01-02-1990,17.9,11,24.3,0,49
02-02-1990,13.2,11,21.2,0,53
03-02-1990,14.5,7.3,21.5,0,52
04-02-1990,15.8,8.8,23.7,0,47
05-02-1990,15.8,8.8,23,0,50
06-02-1990,14.7,9.7,22,0,69
07-02-1990,18.4,12.8,25.1,0,65
08-02-1990,19.7,12.8,24.7,0,66
09-02-1990,20.3,14.1,26.5,0.5,65
10-02-1990,18.7,14,26.9,0,72
11-02-1990,18.2,11.5,23.1,0,79
12-02-1990,17.1,15,21.1,0,83
13-02-1990,16.2,12,18.9,0,89
14-02-1990,14.3,12,19.3,0,84
15-02-1990,14.6,9.5,20.9,0,71
16-02-1990,14.6,8.8,21.7,0,63
17-02-1990,15.9,8.4,21.9,0,69
18-02-1990,13.9,12.1,16.8,45,88
19-02-1990,15.1,13.1,19.5,1.8,84
20-02-1990,15.7,10.5,22.1,0,76
21-02-1990,17.1,11.4,23.6,0,70
22-02-1990,16.7,10.9,24,0,66
23-02-1990,18.8,11,25.6,0,63
24-02-1990,15.4,14,17.8,1.3,78
25-02-1990,16,12.7,21,0.8,79
26-02-1990,17.5,12.1,23,1,77
27-02-1990,16.3,13.4,20.6,6.9,86
28-02-1990,14.6,11,18.9,43.9,88
01-03-1990,14.9,8.3,22.1,0,71
02-03-1990,14.8,8.7,20.9,0,67
03-03-1990,15.5,9.4,22.6,0,63
04-03-1990,16.7,8.8,24.2,0,63
05-03-1990,17.3,9.3,25.1,0,63
06-03-1990,17.6,10.7,24.6,0,60
07-03-1990,17.3,11,25.9,0,61
08-03-1990,19.7,11,27.9,0,56
09-03-1990,21.2,11.6,30.3,0,61
10-03-1990,21.8,15,30.3,0,60
11-03-1990,21.3,12,26.7,0,59
12-03-1990,21.4,13.6,27.3,0,57
13-03-1990,20.2,13.9,27.3,0,58
14-03-1990,21.8,13.6,28.8,0,63
15-03-1990,23.6,16.9,29.5,0,54
16-03-1990,24.8,18.4,31.3,0,56
17-03-1990,24.3,18.9,31.3,0,60
18-03-1990,26.3,20.2,31.9,0,57
19-03-1990,26.4,20,32.9,0,56
20-03-1990,26.2,21.1,32.4,0,62
21-03-1990,25.7,20.6,30.6,0,53
22-03-1990,24.8,21,31,0,54
23-03-1990,20.6,20,25.6,0,51
24-03-1990,19.7,12.8,26.1,0,39
25-03-1990,20.9,11.1,27.3,0,38
26-03-1990,22.2,13.6,27,0,36
27-03-1990,19.6,11,22.5,0.3,48
28-03-1990,16.6,10,22,2.5,80
29-03-1990,21.1,10.4,27.9,0.8,58
30-03-1990,22.9,16.4,29.8,0,50
31-03-1990,20.8,14.8,27.9,0,51
01-04-1990,20.9,13,28.2,0,50
02-04-1990,20.6,14.6,28.2,0,52
03-04-1990,22.3,15.7,29.8,0,44
04-04-1990,23.3,13.5,30.9,0,52
05-04-1990,25.2,16.1,32.2,0,54
06-04-1990,25.2,19.9,29.8,0,51
07-04-1990,26.4,19,33,0,42
08-04-1990,27.8,18.8,33.3,0.3,46
09-04-1990,26.5,19.8,33.6,0,36
10-04-1990,26.4,19.3,33.6,0,33
11-04-1990,29.7,20,38.7,0,34
12-04-1990,29.5,22.1,36.9,0,37
13-04-1990,24.6,20.4,32.9,0.3,46
14-04-1990,27.2,19.3,33,0,39
15-04-1990,29.3,20,36,0,36
16-04-1990,28.7,21.8,37.1,0,33
17-04-1990,31.1,21.7,39.8,0,37
18-04-1990,31.3,24,39,0,38
19-04-1990,31.7,24.6,39,0,34
20-04-1990,32.4,22.6,38.3,0,24
21-04-1990,31.1,21.8,39.7,0,25
22-04-1990,30,23.7,39.8,0,38
23-04-1990,31.6,22.6,39.1,0,33
24-04-1990,33.1,26.3,40.1,0,23
25-04-1990,32.2,24.2,40.9,0,30
26-04-1990,34.4,24.7,42,0,26
27-04-1990,30.6,21,36.8,0,39
28-04-1990,29.4,22,36.6,0,33
29-04-1990,30.1,21.3,36.6,0,37
30-04-1990,30.8,23.6,37.8,0,34
01-05-1990,29.8,25,36,0,36
02-05-1990,24.9,22,28.6,0.3,61
03-05-1990,28.1,20.6,34.9,1,55
04-05-1990,28.8,22.3,34.4,1,43
05-05-1990,22.2,17.9,26.2,36.6,77
06-05-1990,26.2,19.8,32.9,0,66
07-05-1990,27.8,22.2,34,0,60
08-05-1990,30.6,23.6,36.4,0,54
09-05-1990,32.2,25.6,38,0,49
10-05-1990,32.9,26.9,38,0,45
11-05-1990,29.7,29,38,0,52
12-05-1990,30.2,23,36.8,0,56
13-05-1990,31.1,32,35.4,0,61
14-05-1990,33.6,26.2,39.3,0,53
15-05-1990,34.6,28.7,39.9,0,51
16-05-1990,32.6,27.5,37.5,0,51
17-05-1990,34.7,27,41,0,44
18-05-1990,32.3,26.7,41,0,46
19-05-1990,32.3,27,39.4,0,45
20-05-1990,32.7,25.5,39.5,3,42
21-05-1990,33.7,28.5,40,0,40
22-05-1990,32.6,27.8,40.9,0,37
23-05-1990,32.8,26.7,40.9,0,33
24-05-1990,33.6,26.4,41.3,0,44
25-05-1990,32.9,28,41.3,0,52
26-05-1990,35.7,29.8,41.8,0,37
27-05-1990,36.2,31.2,41.7,0,34
28-05-1990,36.9,31.8,42.7,0,34
29-05-1990,33.7,31.8,42.5,0,44
30-05-1990,31.5,26.4,38.7,0,54
31-05-1990,30.6,26.4,37.3,0,46
01-06-1990,32.4,26.8,40.2,0,39
02-06-1990,34.9,27.1,41,0,31
03-06-1990,36.6,30.5,41.7,0,24
04-06-1990,36.1,29.8,42.2,0,27
05-06-1990,35.9,29.9,42.5,0,22
06-06-1990,34.1,29.9,41.6,0,32
07-06-1990,35.2,25.3,40.9,11.4,42
08-06-1990,35.3,29.8,41.6,0,35
09-06-1990,36,29.9,42.1,0,35
10-06-1990,35.8,30,41.6,0,32
11-06-1990,34.2,27.9,39.4,0,37
12-06-1990,32.2,25.1,37.1,0,48
13-06-1990,31.8,27.7,37.9,0,48
14-06-1990,35.3,27.1,40.6,0,41
15-06-1990,34.3,27.9,41.2,0,48
16-06-1990,33.8,29.4,41.3,0,52
17-06-1990,34.4,28.8,40.8,0,49
18-06-1990,34.6,29.9,41,0,45
19-06-1990,32.1,29.9,41,0,63
20-06-1990,32.6,26,38.3,0,59
21-06-1990,34.2,29.9,39.7,0,55
22-06-1990,32.3,29.9,38.9,0,69
23-06-1990,35,27,38.5,0,50
24-06-1990,35.2,33,38.9,0,48
25-06-1990,35.5,32.6,38.8,0,46
26-06-1990,35.6,32.6,40.4,0,45
27-06-1990,31.8,25.3,37.1,31.8,67
28-06-1990,30.9,26.4,36,0.3,73
29-06-1990,32.9,28.6,37.3,0,62
30-06-1990,30.2,28.6,36.6,0,75
01-07-1990,27.2,28.6,29.8,0,88
02-07-1990,28.4,25.7,34.1,0,84
03-07-1990,28.9,25.7,33.6,0,83
04-07-1990,27.9,26.1,30.4,0,88
05-07-1990,27.8,25.7,30.7,0,84
06-07-1990,28.6,25.6,31,1,80
07-07-1990,31.1,27.4,34.5,0,72
08-07-1990,28.7,27.4,30.5,0,85
09-07-1990,28.7,26.7,30.5,0,81
10-07-1990,30,27.2,34.1,0,70
11-07-1990,30.9,27.4,35.4,0,69
12-07-1990,31.5,27.3,35.9,0,64
13-07-1990,32.8,27.3,36.9,0,58
14-07-1990,32.6,27.3,37.4,0,57
15-07-1990,29.8,28.6,32.5,0,73
16-07-1990,31.6,28.1,36,0,70
17-07-1990,31.7,28.1,36.5,0,68
18-07-1990,30.1,28.1,37,0,72
19-07-1990,27.9,24.5,33.3,0,78
20-07-1990,28.5,25.3,34.2,3,78
21-07-1990,30.2,25.6,33.1,0,69
22-07-1990,31.3,27.5,36.1,0,67
23-07-1990,28.1,25.2,31,3.8,78
24-07-1990,30.8,26,35,9.4,76
25-07-1990,32.2,26,36,0,64
26-07-1990,32.1,28.2,35.7,0,68
27-07-1990,27.4,28.2,32.8,6.1,82
28-07-1990,28.9,23.1,34,48,83
29-07-1990,31.6,23.1,35.6,0,69
30-07-1990,29.7,27.1,35.6,0.5,74
31-07-1990,30.7,26.8,33.6,4.3,73
01-08-1990,31.9,28.6,36.5,0,67
02-08-1990,28,23.4,31.2,55.1,86
03-08-1990,31.3,27.2,35.2,14.7,73
04-08-1990,29.2,27.4,33.2,0,76
05-08-1990,28.3,26.1,32.4,1.8,82
06-08-1990,30.7,26.4,34.4,3.8,73
07-08-1990,29,26.4,32.4,0,78
08-08-1990,29.7,26.4,34.9,0,76
09-08-1990,28.8,26.4,33.1,0,84
10-08-1990,28.7,26.3,32.2,0,86
11-08-1990,27.7,26.4,34,0,88
12-08-1990,31.1,26.1,35,0,75
13-08-1990,27.8,26.1,31,9.9,83
14-08-1990,28.6,25.2,32.7,2.5,79
15-08-1990,29.7,26,33.8,0,78
16-08-1990,27.7,26,31.7,2,88
17-08-1990,30.6,26.5,34.8,17,76
18-08-1990,31.7,27.3,35.1,0,67
19-08-1990,31.1,28,35.4,0,72
20-08-1990,32,28.3,35.4,0,70
21-08-1990,31,28.3,35.4,0,77
22-08-1990,26.5,28.3,35.4,0,94
23-08-1990,30.8,25.5,35.1,0,72
24-08-1990,30.6,27.2,35,0,72
25-08-1990,30,26.3,34,0,68
26-08-1990,31.5,26.9,35.7,0,62
27-08-1990,30.1,25.7,35.9,0,69
28-08-1990,26.8,25.7,31.9,0,87
29-08-1990,27.4,25.1,32.1,0,86
30-08-1990,29.9,25.9,34.6,0,78
31-08-1990,31.5,25.9,35.4,0,73
01-09-1990,31.6,27.5,36.6,0,74
02-09-1990,33.1,27.5,37.2,0,69
03-09-1990,29.7,27.5,35.4,0,76
04-09-1990,26.1,25,28,31.5,93
05-09-1990,28.1,24,32.3,69.9,84
06-09-1990,26.7,24.2,29.1,8.9,89
07-09-1990,25.4,24.1,26,25.1,97
08-09-1990,28.6,25,32.8,79.2,84
09-09-1990,28.8,26,31.6,0,79
10-09-1990,28.9,25.3,33,2,82
11-09-1990,29.8,26.1,33.6,0.5,71
12-09-1990,29.8,25.7,34.1,0,71
13-09-1990,30.1,25.7,34.6,0,72
14-09-1990,29.6,26.9,34,0,76
15-09-1990,28.8,25.9,34.6,0,80
16-09-1990,27,25.9,32.8,0,87
17-09-1990,28.3,25.4,33.3,0,73
18-09-1990,29.1,25,33.5,0,68
19-09-1990,27,25,32.6,0,84
20-09-1990,26.6,24.4,33.1,17.8,87
21-09-1990,25.8,24.4,29.9,11.7,92
22-09-1990,28.9,24.4,33.1,12.7,78
23-09-1990,30,25.4,34.4,0,73
24-09-1990,30.1,26.3,34.5,0,72
25-09-1990,26.2,26.3,31.8,0,82
26-09-1990,28.2,23.5,31.9,0,81
27-09-1990,28.2,23.5,31.9,0,84
28-09-1990,28.2,23.5,31.9,0,70
29-09-1990,26.4,23.5,34.5,0,71
30-09-1990,27.2,23.7,32.5,0.8,71
01-10-1990,27.9,23.1,33,0,77
02-10-1990,27.3,23,33,0,65
03-10-1990,27.1,23,33,0,71
04-10-1990,25.9,23,33,0,74
05-10-1990,27,23,33.1,0,71
06-10-1990,27.7,22.6,33.7,0,70
07-10-1990,28.3,21.5,34.2,0,64
08-10-1990,28.9,21.5,34.4,0,61
09-10-1990,27.7,20.6,34,0,61
10-10-1990,26.2,21.6,34,0,68
11-10-1990,25.4,21.6,34,0,74
12-10-1990,27.1,21.4,33.6,0,70
13-10-1990,25.7,20.1,30.4,0,57
14-10-1990,23.8,18.8,32.4,0,66
15-10-1990,25.7,18.8,32.4,0,64
16-10-1990,24.2,19,32.4,0,64
17-10-1990,24.7,18.6,32.4,0,61
18-10-1990,26.3,18.6,32.2,0,60
19-10-1990,27.2,18.6,32.8,0,61
20-10-1990,27.2,18.6,32.8,0,
21-10-1990,27.2,18.6,32.8,0,31
22-10-1990,27.2,18.6,32.8,0,49
23-10-1990,19.8,18.6,32.8,0,54
24-10-1990,19.8,18.6,32.8,0,52
25-10-1990,20,13.4,29.5,0,53
26-10-1990,22.3,13.4,29.7,0,60
27-10-1990,24.8,13.4,29.9,0,44
28-10-1990,23.4,13.1,31,0,42
29-10-1990,20.4,13.7,31,0,67
30-10-1990,20.1,13.7,31,0,70
31-10-1990,24.1,14.1,31,0,51
01-11-1990,21.2,14.4,31,0,61
02-11-1990,21.2,14.4,31,0,67
03-11-1990,20.6,15.1,28.9,0,66
04-11-1990,20.6,15.1,28.9,0,84
05-11-1990,20.6,15.1,28.9,0,47
06-11-1990,22.9,15.1,31.2,0,65
07-11-1990,23.1,15.1,31.2,0,49
08-11-1990,22.2,15.1,30.2,0,52
09-11-1990,21.8,15.1,30.2,0,52
10-11-1990,22.2,13.5,30.2,0,60
11-11-1990,19.8,14.3,30.2,0,66
12-11-1990,20.8,14.3,30.2,0,66
13-11-1990,23.3,13.5,30,0,59
14-11-1990,20.4,13,29.7,0,60
15-11-1990,20.6,13,29,0,67
16-11-1990,20.4,14.3,29,0,64
17-11-1990,21.4,13.7,29,0,62
18-11-1990,16.8,13.7,30.9,0,74
19-11-1990,17.8,11.8,30.9,0,76
20-11-1990,17.8,11.8,30.9,0,77
21-11-1990,18,11.8,25.1,0,84
22-11-1990,18.8,14.1,24.1,2.8,78
23-11-1990,18.4,14.1,24.1,0,68
24-11-1990,18.7,14.1,24.1,0,71
25-11-1990,18.4,14.1,24.7,0,69
26-11-1990,17.8,11.9,24.7,0,59
27-11-1990,16.2,10.3,24.7,0,68
28-11-1990,16.6,10,24.3,0,59
29-11-1990,16.4,10,24.8,0,59
30-11-1990,18.4,10,25.2,0,49
01-12-1990,18.4,10,25.2,0,82
02-12-1990,18.4,10,25.2,0,64
03-12-1990,15.2,10,25.8,0,64
04-12-1990,15.3,7.2,26,0,73
05-12-1990,15.2,9.1,23.6,0,71
06-12-1990,16.7,9.1,23,0,63
07-12-1990,11.5,9.6,23,0,75
08-12-1990,12.9,9,23,0,78
09-12-1990,13.1,8.6,23,0,81
10-12-1990,15.2,8.8,23,0,79
11-12-1990,14.9,8.8,24.1,0,79
12-12-1990,16.2,9.5,24.1,0,65
13-12-1990,14.7,9.5,23.9,0,64
14-12-1990,14.7,9.5,23.9,0,77
15-12-1990,14.7,9.5,23.9,0,89
16-12-1990,15.8,9.5,25.5,0,71
17-12-1990,13.8,9.5,25.5,0,79
18-12-1990,17.2,9.5,23.2,0,68
19-12-1990,12.3,8.2,23.2,0,70
20-12-1990,12.3,4.7,21.5,0,51
21-12-1990,12.3,4.7,21.5,0,79
22-12-1990,14.3,4.7,20.8,0,61
23-12-1990,10.3,4.5,22.5,0,75
24-12-1990,12.7,5.6,22.5,0,71
25-12-1990,13.2,10,23.1,0,66
26-12-1990,15.5,9.8,23.6,0,67
27-12-1990,15.5,9.8,23.6,0,91
28-12-1990,19.4,10.4,25.5,0,59
29-12-1990,17.4,10.4,20.6,0,71
30-12-1990,11.7,10.4,17.6,33,51
31-12-1990,9.6,4,15.9,0,62
01-01-1991,7.4,3.5,14.3,0,74
02-01-1991,9.9,3.5,15.4,0,75
03-01-1991,10,4.4,15.4,0,69
04-01-1991,8.6,4.4,17.5,0,76
05-01-1991,11.1,2.4,19.1,0,72
06-01-1991,10.8,3.4,19.6,0,69
07-01-1991,11.9,5,19,0,70
08-01-1991,12.2,5,18.8,0,72
09-01-1991,12,6.4,19.4,0,76
10-01-1991,12.3,6.9,20.2,0,75
11-01-1991,12.9,7.1,20,0,74
12-01-1991,12.5,7,19.1,0,73
13-01-1991,11.1,5.2,19.1,0,73
14-01-1991,11.6,5.2,18.1,0,68
15-01-1991,11.4,4.7,18,0,65
16-01-1991,12.9,7.2,19.5,0,64
17-01-1991,10.7,5,18,0,71
18-01-1991,11.3,5,18.3,0,66
19-01-1991,10.2,5.3,18.3,0,64
20-01-1991,12.7,6,21.7,0,52
21-01-1991,11.4,6,21.7,0,67
22-01-1991,12.8,5.8,21.7,0,67
23-01-1991,15.4,5.8,23.2,0,56
24-01-1991,12.9,7.1,23.2,0,72
25-01-1991,16.7,9,25.6,0,63
26-01-1991,17.9,10.3,26.3,0,68
27-01-1991,20.3,11.6,29.7,0,55
28-01-1991,22.1,13.2,30,0,56
29-01-1991,16.5,13.2,25.8,0,65
30-01-1991,17.1,13.2,24.1,0,62
31-01-1991,17.1,13.2,24.1,0,56
01-02-1991,16.3,13.2,27,0,46
02-02-1991,14.8,8.1,22.8,0,59
03-02-1991,14.8,8.1,22.8,0,56
04-02-1991,14.2,8.6,22.8,0,66
05-02-1991,17.1,8.6,24.7,0,59
06-02-1991,17.9,9.1,25.2,0,60
07-02-1991,15.8,9.1,25.2,0,66
08-02-1991,19.9,11.1,25.2,0,57
09-02-1991,19.8,12.8,27.6,0,56
10-02-1991,19.2,12.8,27.6,0,67
11-02-1991,19.4,12.8,27.6,1,71
12-02-1991,15.6,12.8,27.6,0,67
13-02-1991,14.9,12.8,27.6,0,69
14-02-1991,16.3,9.5,23,0,58
15-02-1991,16.2,8,22.9,0,58
16-02-1991,16.1,9.2,21.8,0,54
17-02-1991,12.9,8.5,21.8,0,53
18-02-1991,13.9,8.5,20,0,42
19-02-1991,18,6.8,22.7,0,49
20-02-1991,17.9,9.4,22.7,0,55
21-02-1991,17.8,9.4,26.5,0,62
22-02-1991,21.9,9.4,26.5,0,63
23-02-1991,20.1,9.4,26.2,0,68
24-02-1991,20.9,15.4,28.8,0,70
25-02-1991,18.1,15.3,28.8,0,80
26-02-1991,18.1,15.3,28.8,0,81
27-02-1991,19.7,15.3,24.6,0,52
28-02-1991,18.8,15.3,24.6,0,65
01-03-1991,19.1,15.3,24.7,0,40
02-03-1991,17.1,15.3,25,0,66
03-03-1991,18.7,12.7,24.4,0,66
04-03-1991,21.2,12.7,25.6,0,62
05-03-1991,18.7,12.7,25.6,0,64
06-03-1991,19.7,12.7,24.6,0,52
07-03-1991,19.3,12.7,25.8,0,37
08-03-1991,19.6,12.7,26.2,0,59
09-03-1991,24,12.7,26.2,0,43
10-03-1991,24.2,12.7,26.2,0,50
11-03-1991,22.4,12.7,26.2,0,49
12-03-1991,22,14,31.6,0,57
13-03-1991,20.4,14,31.1,0,68
14-03-1991,24.7,13.7,29.2,0,45
15-03-1991,21.8,13.7,29.4,0,53
16-03-1991,22.7,13.6,30.1,0,50
17-03-1991,22.1,13.6,31.7,0,54
18-03-1991,26.1,14.2,31.7,0,54
19-03-1991,25.3,14.2,31.2,0,40
20-03-1991,22.3,14.4,28.1,0,51
21-03-1991,23.6,14.4,31.2,0,51
22-03-1991,24.6,15.8,32.5,0,47
23-03-1991,21.2,15.8,32.5,0,56
24-03-1991,21.2,15.8,32.5,0,60
25-03-1991,21.9,15.8,28.4,0,53
26-03-1991,22.3,15.1,30.4,0,58
27-03-1991,21.3,17,30.4,0,63
28-03-1991,27.3,17,33.1,0,47
29-03-1991,28.9,17,35.9,0,45
30-03-1991,28.8,21.2,35.8,0,49
31-03-1991,28.2,23,37,0,54
01-04-1991,31.8,21.5,37.6,0,39
02-04-1991,29.7,25.5,36.1,0,39
03-04-1991,28.2,22,36.1,0,53
04-04-1991,27.9,20.6,33.7,0,46
05-04-1991,26.3,20.6,33.9,0,50
06-04-1991,27.1,19,33.2,0,45
07-04-1991,26.3,20.1,32,0.5,47
08-04-1991,24.3,20.1,31.6,0.5,59
09-04-1991,23.3,18.5,30.2,1,61
10-04-1991,25.8,19.5,31.9,0,42
11-04-1991,25.2,18.2,31.6,0,38
12-04-1991,26.3,17.3,34,0,41
13-04-1991,29.6,20.6,35.5,0,36
14-04-1991,27.3,21.4,33.4,0.8,47
15-04-1991,27.9,19.3,34.2,0,38
16-04-1991,25.6,18.4,31.4,0,31
17-04-1991,25.2,18.7,31.3,0,26
18-04-1991,25.1,16.5,33.3,0,30
19-04-1991,26.4,17.2,34.4,0,34
20-04-1991,28.2,17.2,36.5,0,34
21-04-1991,31.1,18.4,39.5,0,28
22-04-1991,27.6,18.4,34.7,0,40
23-04-1991,28.3,21.7,36,0.8,37
24-04-1991,29.4,20,36.5,0,33
25-04-1991,29.7,21.5,37.2,0,33
26-04-1991,29.9,21.9,38.6,0,37
27-04-1991,32.6,21.7,40.5,0,30
28-04-1991,33.3,23.4,39.6,0,25
29-04-1991,29.9,23.4,39.6,0,37
30-04-1991,32.9,25.6,40.4,0,28
01-05-1991,34.1,25,41.3,0,28
02-05-1991,33.2,25,40,0,31
03-05-1991,31.3,25,38.7,0.5,40
04-05-1991,32.8,24.1,41,0,36
05-05-1991,33.1,24.7,40.9,0,31
06-05-1991,33.4,27.1,39.7,0,29
07-05-1991,31.7,26.7,39.5,0,35
08-05-1991,33.2,26.5,40.3,0,38
09-05-1991,33.6,26.5,40.1,0,35
10-05-1991,29.9,22.6,36.9,0.5,39
11-05-1991,28.7,22.3,37.4,0,38
12-05-1991,30.8,22.7,38.6,0,29
13-05-1991,34.6,22.7,41.4,0,22
14-05-1991,35.2,26.7,42,0,25
15-05-1991,35.2,26.7,42,0,43
16-05-1991,33.7,26.3,42,0,30
17-05-1991,33.7,25.5,41.9,0,32
18-05-1991,33.7,27,40.8,0,34
19-05-1991,33.9,26.6,39.4,0,35
20-05-1991,30.8,26.8,36.5,0.5,44
21-05-1991,28.2,26.8,36.5,0,58
22-05-1991,30.7,22.5,38.5,16.8,50
23-05-1991,33.2,25.6,40.1,0,34
24-05-1991,32.9,27.5,41.1,0,36
25-05-1991,32.8,27.5,47.3,0,44
26-05-1991,31.7,22.2,38.3,0,54
27-05-1991,32.8,27.6,39,0,60
28-05-1991,34.2,26.2,41.2,0,47
29-05-1991,33.5,25.6,39.7,0,34
30-05-1991,34.9,26.1,40.8,0,28
31-05-1991,33.8,27.2,40.3,0,34
01-06-1991,32.7,27,39.9,0,38
02-06-1991,32.5,27.6,39.9,0,46
03-06-1991,33.8,28.3,40.4,0,40
04-06-1991,36.4,28.7,40.3,0,38
05-06-1991,29.1,28.7,33,0,67
06-06-1991,32.2,28.7,36.7,0,64
07-06-1991,32.2,28.7,36.7,0,53
08-06-1991,32.2,28.7,36.7,0,49
09-06-1991,32.4,28.7,36.7,0,54
10-06-1991,31.9,28.7,35.6,0,57
11-06-1991,26.8,28.7,32.5,0,75
12-06-1991,30.3,23.8,37,0,63
13-06-1991,32.9,26.7,38.5,0,57
14-06-1991,34.9,28.6,40.6,0,52
15-06-1991,33.2,29.7,37.4,0,51
16-06-1991,34.9,30,38.5,0,44
17-06-1991,33.2,30,40.9,0,49
18-06-1991,30.7,25.8,35,1.5,64
19-06-1991,27.4,21.5,33.3,17.3,70
20-06-1991,31.5,21.5,36.3,0,56
21-06-1991,32.2,26.9,37.8,0,56
22-06-1991,31.7,26.8,37.9,0,51
23-06-1991,33.9,27,40.5,0,41
24-06-1991,36.1,28.4,41.5,0,35
25-06-1991,35.5,28.4,42,0,37
26-06-1991,36.3,30.9,42.4,0,33
27-06-1991,35.3,30.9,42.2,0,32
28-06-1991,35.4,29.6,42.2,0,38
29-06-1991,34.9,28,41.6,0,42
30-06-1991,36.2,29.6,42.2,0,39
01-07-1991,34.7,28.9,41,0,50
02-07-1991,36.8,32.6,42.1,0,39
03-07-1991,36.4,32.6,41.6,0,36
04-07-1991,35.7,32.6,40.8,0,40
05-07-1991,35.2,32.6,41,0,40
06-07-1991,36,31,41.3,0,41
07-07-1991,36.6,32,41.3,0,41
08-07-1991,33.9,32,40.9,0,49
09-07-1991,34.4,29.2,39.7,0,51
10-07-1991,30.1,29.2,37.8,0,68
11-07-1991,29.8,29.2,33.2,0,68
12-07-1991,31.1,25.9,36.4,0,67
13-07-1991,31.8,27.3,36.3,0,64
14-07-1991,34.6,29.1,38.2,0,64
15-07-1991,34.4,30.3,38.2,0,52
16-07-1991,30.2,30.3,33.1,1.5,69
17-07-1991,31.8,28.9,34.7,0.3,68
18-07-1991,33.2,28.3,37.4,0,62
19-07-1991,33.8,29.4,37.4,0,57
20-07-1991,31.5,29.4,37.8,0,68
21-07-1991,30.5,29.4,36,0,73
22-07-1991,28.7,29.4,36.3,0,83
23-07-1991,31,25.7,35.5,30.2,73
24-07-1991,28.6,25.7,34.4,0,81
25-07-1991,32.6,27.3,36.9,10.4,69
26-07-1991,32.1,29.5,37.1,0,68
27-07-1991,33.7,28.5,37.1,2,67
28-07-1991,33.6,30,39.4,0,59
29-07-1991,31.4,30,33.8,0,71
30-07-1991,32.6,28.6,36.1,0,61
31-07-1991,31.8,28.4,35,0,64
01-08-1991,30.7,27.1,33.6,0,67
02-08-1991,32.3,28,37.5,0,64
03-08-1991,28.8,25.1,32.5,25.9,73
04-08-1991,27.3,25.1,29.8,0,83
05-08-1991,29.3,24.3,33.5,65.8,83
06-08-1991,29.7,28.4,32.1,0,78
07-08-1991,29.3,26.2,32.1,1,80
08-08-1991,30.5,28.4,35.6,0,78
09-08-1991,31.2,27.4,35.2,2,72
10-08-1991,31.2,28.5,35.1,0,70
11-08-1991,32.3,28.3,36.6,0,64
12-08-1991,32.4,28.5,37.3,0,58
13-08-1991,32.2,27.9,37.1,0,59
14-08-1991,32.7,28.1,37.6,0,58
15-08-1991,33.4,29.1,38.5,0,58
16-08-1991,32.9,29.1,37.6,0,57
17-08-1991,30.8,26.6,34.5,0,67
18-08-1991,29.1,26.6,34.4,0,75
19-08-1991,27.6,26.1,29.7,0,85
20-08-1991,28,26.4,32,11.4,89
21-08-1991,29.2,26,33.9,4.3,83
22-08-1991,29.8,26,35.4,3.3,77
23-08-1991,29.2,24.5,33,23.1,80
24-08-1991,27.8,26.2,30.4,1.8,84
25-08-1991,25.7,24.8,26.7,0,92
26-08-1991,24.9,23.7,25.9,105.9,95
27-08-1991,24.6,23.7,25.8,55.9,96
28-08-1991,25.5,23.5,28.8,33.5,88
29-08-1991,27.8,23.7,31.8,0,81
30-08-1991,27.4,25.6,32,1.5,89
31-08-1991,27.9,25,31.3,23.1,86
01-09-1991,27.6,25,32.5,6.1,89
02-09-1991,28.8,24.6,32.6,66.3,85
03-09-1991,29.1,26.4,34.3,0.8,81
04-09-1991,30.3,25.8,34.7,18.3,73
05-09-1991,28.2,25.8,32,0,77
06-09-1991,27.9,24.9,32.3,45.7,86
07-09-1991,29.7,25,33.8,0.3,70
08-09-1991,29,25.5,34.8,0,69
09-09-1991,30.1,25.8,34,0,67
10-09-1991,29.4,25.6,34.2,0,67
11-09-1991,29.8,25.8,34.5,0,66
12-09-1991,30.4,25.5,35.7,0,61
13-09-1991,30.4,26.4,35.7,0,60
14-09-1991,28.2,24.5,31.4,1,74
