time,tavg,tmin,tmax,prcp,humid
31-08-2008,29.7,22.6,35,47,64
01-09-2008,30.4,26.6,35.5,0,58
02-09-2008,30.8,25.6,36,0,58
03-09-2008,31.4,26.6,36.4,0,53
04-09-2008,32.2,27.3,38,0,54
05-09-2008,30.6,27.3,38,0,54
06-09-2008,28.3,20.8,34,10.9,63
07-09-2008,27.9,20.8,34,0.5,60
08-09-2008,28.9,22.5,33.6,29,64
09-09-2008,29.4,24.6,34.8,0,58
10-09-2008,29.4,24.5,34.2,0,54
11-09-2008,27.8,25.8,35,0,62
12-09-2008,29.8,24.9,36,0,59
13-09-2008,30.3,25,36,0,60
14-09-2008,30.6,25.9,36.2,0,58
15-09-2008,28.9,26.4,35.2,0,62
16-09-2008,29.9,24.8,35,24.9,57
17-09-2008,27.3,24.8,35,0,60
18-09-2008,25.4,23.1,35,62,74
19-09-2008,24.7,23.1,27.5,20.1,88
20-09-2008,24.1,23.1,27.4,16,91
21-09-2008,24.1,21.5,29,1,87
22-09-2008,26.7,21.4,32.5,0,75
23-09-2008,26.7,21.8,31.6,0,63
24-09-2008,27.1,22,32.5,0,71
25-09-2008,28.2,23.1,33,0,73
26-09-2008,28.6,24.6,33.8,0,71
27-09-2008,29.1,24.8,34.2,0,70
28-09-2008,29.2,25.4,34.2,0,66
29-09-2008,29.8,25.1,34.1,0,67
30-09-2008,29.9,26.5,35.1,0,69
01-10-2008,29.5,25.6,34.8,0,74
02-10-2008,29.7,25.2,34.5,0,72
03-10-2008,30.2,26.1,36.4,0,67
04-10-2008,30.5,25.8,37.4,0,66
05-10-2008,30.3,26.1,36.5,0,70
06-10-2008,29.6,25.1,35.5,0,73
07-10-2008,29.5,24,36.4,0,67
08-10-2008,29.2,23.4,36.8,0,54
09-10-2008,28.2,22.2,35.9,0,59
10-10-2008,28.1,22.7,35.7,0,60
11-10-2008,26.8,21.9,34.3,0,62
12-10-2008,27.8,21.2,35.8,0,57
13-10-2008,27.5,21.2,35,0,59
14-10-2008,28.8,23.5,36.1,0,66
15-10-2008,26.5,23.5,32.7,0,64
16-10-2008,24.6,23.5,32.7,0,65
17-10-2008,24.9,18.6,33.1,0,56
18-10-2008,23.8,17.5,32.1,0,59
19-10-2008,23.6,17,32.9,0,59
20-10-2008,24,16.5,34.1,0,58
21-10-2008,24.5,17.3,33.2,0,59
22-10-2008,24.8,19.5,32.9,0,63
23-10-2008,25,18.8,33.1,0,66
24-10-2008,24.4,18.2,33.4,0,62
25-10-2008,24.1,17.8,34,0,59
26-10-2008,23.8,17.5,32.5,0,63
27-10-2008,23.6,17.6,31.4,0,60
28-10-2008,23.6,17.5,32.4,0,57
29-10-2008,24.4,17.4,33.1,0,57
30-10-2008,23.6,18,33.1,0,55
31-10-2008,24.2,18.6,31.5,0,55
01-11-2008,23.3,17.5,32.1,0,55
02-11-2008,22.9,16,33,0,52
03-11-2008,23.1,15,33.5,0,52
04-11-2008,22.5,16.3,31.8,0,58
05-11-2008,21.3,14.2,31,0,53
06-11-2008,20.9,13.3,30.6,0,55
07-11-2008,20.5,13.7,30.6,0,58
08-11-2008,20.4,14,28.8,0,64
09-11-2008,20.6,14.5,29.2,0,66
10-11-2008,20.6,14.2,28.8,0,65
11-11-2008,21.1,14.2,28.8,0,67
12-11-2008,20.7,14.5,30.2,0,69
13-11-2008,20,14,28.5,0,66
14-11-2008,20.1,13.3,29.4,0,65
15-11-2008,19.6,13,29.1,0,62
16-11-2008,19.7,13.1,29.2,0,61
17-11-2008,19.8,12.8,29.4,0,60
18-11-2008,19.8,14.1,28.4,0,62
19-11-2008,20.2,12.7,29.6,0,59
20-11-2008,18.9,12.7,25.3,3,72
21-11-2008,17.8,13.6,24.3,0,70
22-11-2008,16.8,11,24.8,0,60
23-11-2008,17,9.4,25.2,0,57
24-11-2008,18.3,11,25.4,0,56
25-11-2008,17.2,9,28,0,58
26-11-2008,17.8,9.4,29,0,62
27-11-2008,17.4,10,28.2,0,64
28-11-2008,15.7,10,27,0,68
29-11-2008,15.8,10.5,27,0,60
30-11-2008,17.2,9.5,26,0,61
01-12-2008,16.5,9.5,26,0,63
02-12-2008,17.4,10.2,26.6,0,69
03-12-2008,16.8,9.6,25.4,0,65
04-12-2008,17.8,10.6,26.8,0,60
05-12-2008,17.1,9.8,27.6,0,62
06-12-2008,17.9,10.4,27.2,0,63
07-12-2008,18.2,12.6,25,0,62
08-12-2008,18.5,11.8,27,0,67
09-12-2008,18.9,13,27.9,0,73
10-12-2008,19.3,12.7,27.3,0,75
11-12-2008,17.5,12.7,23.6,0,70
12-12-2008,15.4,12.7,23,0,61
13-12-2008,13.9,6.7,23.4,0,63
14-12-2008,14.1,7.3,23,0,63
15-12-2008,16.3,8.5,24.6,0,61
16-12-2008,16.9,10.4,24.4,0,63
17-12-2008,16.6,10.3,26.3,0,69
18-12-2008,20.1,12.4,27.4,0,70
19-12-2008,19.9,17,23,0,65
20-12-2008,16.6,17,23,0,86
21-12-2008,17.4,13.5,22.2,0,87
22-12-2008,15.2,13.5,22.4,0,72
23-12-2008,14.7,8.4,22.4,0,70
24-12-2008,15.1,8.5,23.2,0,66
25-12-2008,13.9,7,24.5,0,67
26-12-2008,13.6,6.4,23.8,0,78
27-12-2008,14.3,6.5,25.4,0,69
28-12-2008,15.6,7.6,25.5,0,73
29-12-2008,13.1,7.6,20.8,0,88
30-12-2008,13.4,8,21,0,81
31-12-2008,11.3,8.2,16,0,83
01-01-2009,10.8,8.2,17.9,0,89
02-01-2009,10.7,4,17.9,0,79
03-01-2009,10.7,4,15,0,93
04-01-2009,12.6,8.1,18,0,87
05-01-2009,13.9,8.1,20,0.3,83
06-01-2009,13.2,8.4,20.2,0,82
07-01-2009,12.5,5.9,21.6,0,66
08-01-2009,11.6,4.5,21.6,0,66
09-01-2009,13.4,6,20.2,0,69
10-01-2009,14.7,10.5,21.3,0,74
11-01-2009,13.1,10.5,21,0,79
12-01-2009,12.7,6.6,21.2,0,78
13-01-2009,12.7,5,22,0,80
14-01-2009,14.4,8,23.9,0,70
15-01-2009,15,8,22.4,0,72
16-01-2009,16.9,10.4,24,0,74
17-01-2009,17.2,13.7,23.2,0,82
18-01-2009,17.9,13,24.8,6.1,86
19-01-2009,16,12.9,24.8,0,83
20-01-2009,14.8,9.8,21,0,73
21-01-2009,14.9,10.2,21.2,0,65
22-01-2009,16.2,11.3,22.4,0,68
23-01-2009,17.7,12,24.6,0,67
24-01-2009,17.7,12.6,24,0,69
25-01-2009,17.6,12,24.5,0,78
26-01-2009,17.9,12,25.4,0,75
27-01-2009,16.9,9.9,24.5,0,68
28-01-2009,16.2,10.9,23.4,0,74
29-01-2009,15.1,8,24,0,71
30-01-2009,16.8,8.7,24.5,0,68
31-01-2009,15.8,10.6,23.3,0,65
01-02-2009,16,9.2,23.8,0,59
02-02-2009,15.2,7.7,24.8,0,63
03-02-2009,16.4,7.6,26.6,0,63
04-02-2009,18.2,8.9,29.8,0,60
05-02-2009,19,11.3,27.8,0,58
06-02-2009,20,13.2,27,0,63
07-02-2009,16.6,11.7,23.6,0,69
08-02-2009,14.9,8.6,23.5,0,63
09-02-2009,17.1,7.6,26.6,0,71
10-02-2009,17.2,12.3,22.5,0,79
11-02-2009,14.8,11.5,19.5,5.1,84
12-02-2009,16.1,10.2,22,0,82
13-02-2009,17.8,11.3,26.8,0,75
14-02-2009,21.3,13.1,27.5,0,65
15-02-2009,16.9,12.2,23.5,0,71
16-02-2009,15.4,9.6,23.5,0,67
17-02-2009,16,8.8,23.9,0,68
18-02-2009,18.1,10,26,0,67
19-02-2009,18.3,12,26.4,0,65
20-02-2009,20.8,11.9,29.8,0,58
21-02-2009,20.9,12.9,29.8,0,56
22-02-2009,20.7,13,28.4,0,57
23-02-2009,21.3,13.1,31,0,60
24-02-2009,20,14,30,0,62
25-02-2009,21.2,14.3,30,0,61
26-02-2009,20.8,13,28,0,46
27-02-2009,20.9,14.2,28,0,43
28-02-2009,20.3,14,27,0,43
01-03-2009,21,12.3,28.8,0,45
02-03-2009,22.6,14,30.2,0,49
03-03-2009,24.6,14,34,0,58
04-03-2009,24.7,18.7,33.5,0,55
05-03-2009,21.9,18.7,29.6,0,58
06-03-2009,22.2,14.8,31.5,0,47
07-03-2009,23.7,15,32.6,0,45
08-03-2009,21.5,14.1,29.6,0,47
09-03-2009,21.1,13.3,30.1,0,44
10-03-2009,23.2,12.8,30,0,46
11-03-2009,21.8,13.8,29.3,0,41
12-03-2009,22,13.6,30.5,0,45
13-03-2009,23.5,12.7,33.6,0,48
14-03-2009,23.7,15.6,33.8,0,51
15-03-2009,23.3,17,32.1,0,55
16-03-2009,23.2,15.5,32.1,0,52
17-03-2009,23.7,15.6,33,0,57
18-03-2009,24.9,16,34.8,0,51
19-03-2009,25,17,34,0,49
20-03-2009,24.6,17.6,33.2,0,55
21-03-2009,23.9,18.9,31.7,0,51
22-03-2009,24.5,16.7,32.2,0,52
23-03-2009,25.6,18.7,33.1,0,48
24-03-2009,26.6,18.1,34.5,0,43
25-03-2009,23.9,19.7,34.5,0,57
26-03-2009,22.3,16.3,30.4,0.5,53
27-03-2009,21.9,18.3,28.7,0,60
28-03-2009,23.3,17,31.3,1,65
29-03-2009,23.6,18.4,31.3,7.1,77
30-03-2009,24.7,18.7,30.1,1,61
31-03-2009,25.4,18.5,32,0,46
01-04-2009,26.6,18.7,33.7,0,45
02-04-2009,27.1,20.3,35.1,0,49
03-04-2009,28.4,21.5,36,0,37
04-04-2009,27.7,19.6,34.2,0,36
05-04-2009,27,20.1,34.5,0,33
06-04-2009,28.2,20.5,35.4,0,41
07-04-2009,28.2,20.5,34.9,0,37
08-04-2009,23.9,20.5,30.4,0,52
09-04-2009,23.2,17.4,30.4,3,60
10-04-2009,24.4,17.5,31,0,46
11-04-2009,27.3,19.6,34.1,0,39
12-04-2009,28.3,19.4,37.4,0,41
13-04-2009,29.1,20.8,37.5,0,38
14-04-2009,31.1,21.6,40.2,0,31
15-04-2009,30.8,21.4,40.1,0,29
16-04-2009,30.8,24.4,37.7,0,33
17-04-2009,29.6,23.1,36,0,30
18-04-2009,31.6,23.8,38.4,0,24
19-04-2009,34.1,26.3,40.6,0,21
20-04-2009,33,26.1,41.7,0,25
21-04-2009,33.3,27,40.5,0,25
22-04-2009,31.4,25.3,40.5,0,26
23-04-2009,30.7,23.7,37.6,0,17
24-04-2009,29.5,22.5,38,0,20
25-04-2009,28.8,21.3,37.2,0,20
26-04-2009,29.7,20.4,39.2,0,19
27-04-2009,33.5,23.5,41.5,0,20
28-04-2009,34.4,26.1,42.2,0,23
29-04-2009,33.6,24.4,43.5,0,24
30-04-2009,33.6,24.3,43.5,0,25
01-05-2009,34.5,24.8,44.2,0,24
02-05-2009,33.9,27.6,41.5,0,23
03-05-2009,32.2,26.3,39.4,0,33
04-05-2009,32.4,27.1,41,0,39
05-05-2009,29.9,23.6,37.5,4.1,42
06-05-2009,31.6,25.2,37.1,0,33
07-05-2009,31.1,24.8,38.5,0,29
08-05-2009,32.3,23.2,40.3,0,29
09-05-2009,32.9,24.8,39.8,0,29
10-05-2009,30.3,25.2,40.2,0,41
11-05-2009,30.2,23.4,37.5,0,49
12-05-2009,30.2,24,37.5,0,43
13-05-2009,32.2,24.8,39.6,0,46
14-05-2009,33.3,25.9,40.8,0,44
15-05-2009,33.7,28,40.6,0,44
16-05-2009,33.9,28.1,40.6,0,47
17-05-2009,35.5,29.3,42.4,0,44
18-05-2009,35.3,30.2,43,0,37
19-05-2009,33.8,30.2,43.2,0,39
20-05-2009,33.4,26.5,43.2,0,43
21-05-2009,35.3,28.6,41.8,0,46
22-05-2009,32.8,28.6,42,0,47
23-05-2009,32.1,26.4,39.6,0,50
24-05-2009,31.4,25.1,39.6,0,43
25-05-2009,30.7,24.6,37.7,0,47
26-05-2009,31.7,25,38.7,5.1,38
27-05-2009,34.7,24.7,41.8,0,31
28-05-2009,34.6,28.8,41.8,0,43
29-05-2009,31.3,28.8,38.6,0,47
30-05-2009,29.6,28.8,35.2,0,58
31-05-2009,28.9,21,35.8,42.9,73
01-06-2009,30.4,22.6,36.3,5.1,63
02-06-2009,34.9,25.1,39.8,0,49
03-06-2009,36.2,31.4,40.4,0,42
04-06-2009,36.9,30,41.8,0,39
05-06-2009,36.1,31.8,42,0,37
06-06-2009,35.2,29,41.3,0,31
07-06-2009,33.1,29,40.1,0,30
08-06-2009,33,24.6,41.5,0,24
09-06-2009,33.3,24.6,41.6,0,24
10-06-2009,33.1,25.6,41.6,0,36
11-06-2009,32.9,28.7,40.8,0,39
12-06-2009,34.6,27.5,41.8,0,35
13-06-2009,34.6,28.7,41.8,0,34
14-06-2009,33.2,27.8,39.2,0.3,36
15-06-2009,32.7,26.5,38,0,40
16-06-2009,30.3,25,38,0,45
17-06-2009,34.3,25,38,0,38
18-06-2009,32.7,27,39.7,0,31
19-06-2009,35.2,28,41.1,0,34
20-06-2009,35.5,27.8,41.9,0,31
21-06-2009,35.8,28.8,43,0,25
22-06-2009,36.7,29.2,43.6,0,22
23-06-2009,38.1,31.9,43.7,0,27
24-06-2009,36.8,31.9,43.9,0,28
25-06-2009,36.5,31,43.9,0,35
26-06-2009,38.2,31.4,42.6,0,38
27-06-2009,38.6,31.6,43.7,0,38
28-06-2009,35,31.6,43.7,0,47
29-06-2009,33.3,31.6,41.8,0,61
30-06-2009,30.5,25,37.7,7.1,65
01-07-2009,30.7,25.1,35.7,7.9,67
02-07-2009,29.1,24,33.9,3,65
03-07-2009,31.2,26,37.2,0,60
04-07-2009,32.2,28.2,36.7,0,61
05-07-2009,33.3,27.7,39.5,0,49
06-07-2009,34,27,41.4,0,42
07-07-2009,35.2,29,41.4,0,46
08-07-2009,35.4,30.8,40.6,0,52
09-07-2009,32.8,29.5,37.2,0,62
10-07-2009,31.1,29.7,34.5,0,72
11-07-2009,33.4,29.1,38.2,0,68
12-07-2009,33.5,29.5,39,0,62
13-07-2009,30.9,28.6,34.6,2,73
14-07-2009,31.4,27.5,37.5,0,69
15-07-2009,29.4,27.5,37.5,0,79
16-07-2009,33.4,25.2,38.4,0,65
17-07-2009,33.7,29.5,38.4,0,63
18-07-2009,33.2,28.8,37.3,0,64
19-07-2009,33.8,29.6,38,0,58
20-07-2009,33.1,29.6,36.3,0.3,61
21-07-2009,31.9,29.3,37,0,66
22-07-2009,32.2,28.9,38.5,0,68
23-07-2009,29.4,28.9,37.5,0,73
24-07-2009,30.7,26.3,34.1,0,77
25-07-2009,31.8,27.1,35.7,0,71
26-07-2009,33.6,28.6,37.7,0,63
27-07-2009,29.3,28.6,37.7,0,72
28-07-2009,29.6,23.6,33.4,0,79
29-07-2009,30.1,26.8,34.8,0,69
30-07-2009,32.3,27.4,35.8,0,66
31-07-2009,33,27.6,36.4,0,59
01-08-2009,32.6,28.6,36.5,0,59
02-08-2009,32.8,29.3,37,0,62
03-08-2009,33.5,28,37.4,2,63
04-08-2009,33.7,30.2,37.4,0,54
05-08-2009,32.6,29.6,36.9,0,56
06-08-2009,33,29.9,36.5,0,56
07-08-2009,33.4,30.5,37.5,0,56
08-08-2009,33.1,26.2,37.5,3,55
09-08-2009,33.9,30.7,37.6,0,54
10-08-2009,33.2,27.1,37.5,8.9,56
11-08-2009,28.8,27.1,35.6,0,77
12-08-2009,32.6,27.1,36.5,43.9,72
13-08-2009,32.1,29.1,36.5,0,67
14-08-2009,29.6,26.5,34,7.1,74
15-08-2009,27.4,26.5,34,5.1,87
16-08-2009,27.1,26.5,30.5,14,87
17-08-2009,28.3,25,31.6,13,82
18-08-2009,31.1,25.5,35.6,2,73
19-08-2009,31,28,35.4,0,68
20-08-2009,31.1,28,36.8,0,67
21-08-2009,27.8,28,36.5,0,71
22-08-2009,30.3,21.7,35.5,0,74
23-08-2009,31.4,26.5,36.3,0,67
24-08-2009,32.2,28.1,37,0,64
25-08-2009,28.8,25.4,31.9,7.1,78
26-08-2009,28.1,26,33,1,83
27-08-2009,28.3,26,34.2,4.1,80
28-08-2009,30.5,26,35,0,74
29-08-2009,31.3,27.2,35.5,0,69
30-08-2009,28.7,25.7,31.9,19.1,83
31-08-2009,30.7,27,35,14,74
01-09-2009,30.3,28.1,35.3,0,77
02-09-2009,29.7,28.1,34.8,7.9,80
03-09-2009,28.6,28.1,34.8,7.9,80
04-09-2009,28.2,23.3,31.8,27.9,80
05-09-2009,28.3,25.9,32.4,0,74
06-09-2009,28.7,25,33.9,0,71
07-09-2009,28.9,23.6,33.8,0,65
08-09-2009,28.3,26.1,33.2,0,71
09-09-2009,27.4,24.5,33.2,4.1,81
10-09-2009,24.9,23.3,26.4,94,95
11-09-2009,24.2,23.3,25.9,38.1,99
12-09-2009,24.2,22.5,26,10.9,92
13-09-2009,27.3,23.2,26,0.3,84
14-09-2009,28.5,24.2,34.5,0,75
15-09-2009,27.9,23,34.5,0,67
16-09-2009,29.7,23.7,34.1,0,70
17-09-2009,29.3,24.6,35.1,0,68
18-09-2009,26.9,24.7,35.1,0,67
19-09-2009,29.7,24.4,36,0,67
20-09-2009,30.6,24.8,36.7,0,67
21-09-2009,31.1,27.1,36.9,0,67
22-09-2009,31.9,27,36.9,0,71
23-09-2009,31.1,27.1,37.2,0,63
24-09-2009,30.4,26.1,36.7,0,55
25-09-2009,30.2,25.4,37.2,0,63
26-09-2009,30.3,26,35.5,0,60
27-09-2009,30.4,26,36,0,62
28-09-2009,29.8,24,36,0,60
29-09-2009,30.7,25.6,36,0,65
30-09-2009,30.2,26,37.2,0,63
01-10-2009,31.8,26.5,37,0,67
02-10-2009,31.5,27.5,37.4,0,64
03-10-2009,30.6,26.2,37.4,0,63
04-10-2009,25.7,26.2,29.4,0,73
05-10-2009,24.9,26.2,27.7,0,82
06-10-2009,25.7,22.6,30.5,0,81
07-10-2009,26.3,21.6,33,0,67
08-10-2009,26.8,20,35.6,0,58
09-10-2009,27,20,35.9,0,49
10-10-2009,27.9,20.1,36.1,0,48
11-10-2009,27,20.9,35.5,0,46
12-10-2009,26,19.6,34.4,0,54
13-10-2009,25.5,18.8,33.4,0,54
14-10-2009,26.4,19.5,33.9,0,50
15-10-2009,26.8,21.7,33.9,0,46
16-10-2009,25.2,21,32.2,0,52
17-10-2009,24.8,19.5,33,0,48
18-10-2009,22.7,19.5,33,0,48
19-10-2009,24.3,19.5,33,0,45
20-10-2009,23.4,19.5,32.4,0,46
21-10-2009,23.8,17.2,32.7,0,43
22-10-2009,23.2,16.4,33,0,42
23-10-2009,22.5,15.8,33,0,43
24-10-2009,21.8,14.6,30.6,0,41
25-10-2009,21.3,13.8,31.4,0,39
26-10-2009,21.5,13.5,31,0,43
27-10-2009,21.6,13.6,31.1,0,46
28-10-2009,21.2,13.5,30.5,0,44
29-10-2009,23.3,13.7,31,0,46
30-10-2009,23.6,17.5,32,0,42
31-10-2009,22.9,16.5,32,0,43
01-11-2009,22.5,15.7,32.4,0,52
02-11-2009,22.5,15.7,31.5,0,56
03-11-2009,21.4,15.5,29.6,0,62
04-11-2009,21.5,15.6,29.6,0,60
05-11-2009,22,15.5,30.7,0,59
06-11-2009,21.7,15.2,29.9,0,59
07-11-2009,21.6,15.5,29.4,0,64
08-11-2009,22.7,16.2,31.1,0,63
09-11-2009,23.8,16.3,32.5,0,52
10-11-2009,22.2,17.4,28.8,0,57
11-11-2009,19.4,14.2,25.3,0,51
12-11-2009,19,15.6,22.4,0,55
13-11-2009,20.1,17,22.6,3,87
14-11-2009,22.2,19,27,0.3,85
15-11-2009,22.3,19,28,0,76
16-11-2009,21.3,16.5,27.1,0,68
17-11-2009,19.3,16.5,27.1,7.9,66
18-11-2009,17.9,10.7,25.2,0,57
19-11-2009,17.6,12.1,24.3,0,48
20-11-2009,16.2,10.7,24.2,0,50
21-11-2009,15.7,8.6,25.4,0,55
22-11-2009,16.2,8.7,26,0,57
23-11-2009,16.6,9.6,25.8,0,62
24-11-2009,16.8,9.3,25.3,0,61
25-11-2009,17.3,9.6,27.4,0,61
26-11-2009,17.7,10.5,27.8,0,57
27-11-2009,16.4,11,25,0,59
28-11-2009,15.4,7.9,25,0,54
29-11-2009,15.2,8.7,25,0,59
30-11-2009,16.3,10.2,25,0,60
01-12-2009,16.1,9.3,24.7,0,66
02-12-2009,17.1,11.7,26.4,0,62
03-12-2009,16.5,10,25.7,0,65
04-12-2009,17.2,9.7,27.8,0,63
05-12-2009,17.9,10.5,27.4,0,63
06-12-2009,18.7,13.3,27.4,0,60
07-12-2009,16.4,13.3,24.4,0,65
08-12-2009,14.6,8.3,22.2,0,56
09-12-2009,14.4,8.3,24.4,0,63
10-12-2009,16.7,11.6,24.4,0,65
11-12-2009,17.3,11.9,25.4,0,66
12-12-2009,16.4,11.2,24.1,0,64
13-12-2009,16.5,11.7,24.2,0,63
14-12-2009,16.8,9.4,24.6,0,63
15-12-2009,16.2,9.4,23.5,2,78
16-12-2009,16.3,10.6,23.6,0.5,73
17-12-2009,15.6,9.4,24,0,68
18-12-2009,14.6,8.6,24,0,66
19-12-2009,13.8,7.7,22.1,0,61
20-12-2009,12.9,8.4,21.7,0,62
21-12-2009,13.5,7.4,22.2,0,70
22-12-2009,13.2,6.4,22.2,0,65
23-12-2009,13.9,6.4,22.6,0,65
24-12-2009,13.4,6.1,23,0,65
25-12-2009,12.8,7.4,21.5,0,70
26-12-2009,12.6,5.2,23,0,68
27-12-2009,12.6,5.5,22.7,0,69
28-12-2009,12.4,5.7,21.4,0,67
29-12-2009,12.2,6.2,21.4,0,71
30-12-2009,11.9,5.2,19.9,0,79
31-12-2009,12.4,6,20.4,0,78
01-01-2010,13.8,6.6,21.9,0,77
02-01-2010,11.3,9,15,0,95
03-01-2010,12.3,9.7,15.3,0,91
04-01-2010,11.4,9.6,14,0,90
05-01-2010,11.9,9.6,18.1,0,86
06-01-2010,11.5,5.6,19,0,84
07-01-2010,12.2,7.8,19,0,87
08-01-2010,10.8,8,19,0,97
09-01-2010,11.9,8,17.8,0,83
10-01-2010,9.4,8,12.6,0,96
11-01-2010,9.5,6.5,14.6,0,84
12-01-2010,10.6,7,14.9,0,82
13-01-2010,11.7,8.1,16.2,5.1,86
14-01-2010,11.8,8,17.1,0,92
15-01-2010,11.8,7.7,17.5,0,88
16-01-2010,12.7,6.6,20.6,0,80
17-01-2010,11.2,8,14.3,0,94
18-01-2010,11.9,8.2,18.9,0,82
19-01-2010,12.5,8.4,19.8,0,82
20-01-2010,11.6,6.6,18.6,0,88
21-01-2010,11.8,7.2,20,0,85
22-01-2010,11.8,7.4,18.7,0,86
23-01-2010,13.4,7.7,22.3,0,81
24-01-2010,15.8,7.6,24,0,78
25-01-2010,16.3,10.7,24,0,74
26-01-2010,14.7,9.4,22.8,0,84
27-01-2010,16.2,9.8,24.5,0,81
28-01-2010,17.8,10.5,26.6,0,67
29-01-2010,18.2,11.1,28,0,65
30-01-2010,16.4,11.1,22.4,0,71
31-01-2010,15.1,8.5,23,0,62
01-02-2010,14.9,7.3,23.6,0,63
02-02-2010,15.1,7.9,23.6,0,66
03-02-2010,15.2,8.7,23.5,0,62
04-02-2010,16.9,9.3,24.6,0,56
05-02-2010,17.7,11,25,0,62
06-02-2010,18.9,11.8,28.7,0,58
07-02-2010,20.8,11.8,30.1,0,57
08-02-2010,19.6,11.8,30.1,0,68
09-02-2010,16.4,11.8,23,15,78
10-02-2010,17.2,12.6,22.3,0,81
11-02-2010,16.3,10.6,23.5,0,72
12-02-2010,16.9,11.9,23.7,0,74
13-02-2010,17.8,11.6,23.6,0,75
14-02-2010,15.8,10.1,23.6,0,69
15-02-2010,15.6,10.3,21.2,0,72
16-02-2010,17.3,10.7,25.3,0,62
17-02-2010,14.8,10,21.6,0,58
18-02-2010,14.6,9.1,23.7,0,59
19-02-2010,16.1,8.6,24,0,58
20-02-2010,17.4,9.7,25.5,0,56
21-02-2010,19.6,11.7,27.8,0,59
22-02-2010,19.7,11.5,27.8,0,61
23-02-2010,21.2,15,27.5,1,62
24-02-2010,21.3,16.6,27.5,0,66
25-02-2010,20.4,14.6,27.7,0,68
26-02-2010,21.8,14.7,30.4,0,60
27-02-2010,23.3,15.2,31.5,0,56
28-02-2010,23.5,16.6,31.6,0,61
01-03-2010,24.8,19.2,33,0,51
02-03-2010,24.1,17.5,32,0,54
03-03-2010,24.4,18,31.5,0,52
04-03-2010,24.9,18.1,31.9,0,52
05-03-2010,22.6,17.5,28.9,0,55
06-03-2010,23.2,15.6,31,0,51
07-03-2010,22.3,15.6,27.8,0,57
08-03-2010,20.4,14.3,26.6,0,64
09-03-2010,21.4,14.5,28.7,0,60
10-03-2010,21.6,14.5,29.4,0,55
11-03-2010,21.9,14.5,30.5,0,54
12-03-2010,22.8,15,31.5,0,54
13-03-2010,24.1,17,32,0,54
14-03-2010,24.6,17.6,32.5,0,56
15-03-2010,23.3,17.8,32.8,0,51
16-03-2010,26.2,16.8,34.5,0,51
17-03-2010,24.8,17,34.8,0,45
18-03-2010,26.2,18.5,35,0,49
19-03-2010,26.3,19.8,34.6,0,53
20-03-2010,27.5,18.8,36.1,0,51
21-03-2010,29.1,19.5,39.2,0,46
22-03-2010,29.3,22,38.6,0,42
23-03-2010,29.4,20.5,38.6,0,33
24-03-2010,30,20.7,38.6,0,33
25-03-2010,28.8,20.5,36.1,0,43
26-03-2010,29.6,21,38.7,0,35
27-03-2010,29.9,23.1,38.2,0,34
28-03-2010,29.1,22.3,38.2,0,38
29-03-2010,29.3,22,38.1,0,38
30-03-2010,31.5,21.3,38.7,0,29
31-03-2010,30.2,23,38.2,0,35
01-04-2010,29.8,21.6,38.2,0,30
02-04-2010,30.2,20.7,38.2,0,26
03-04-2010,30.6,23.1,38.7,0,26
04-04-2010,30.2,22,39,0,26
05-04-2010,31.3,23.2,39,0,23
06-04-2010,29.8,23.6,37.2,0,23
07-04-2010,30.2,19.6,38.8,0,21
08-04-2010,31.3,20.8,39,0,21
09-04-2010,31.3,21.6,40.1,0,22
10-04-2010,31.8,23.3,40.5,0,22
11-04-2010,32.4,24.4,41.6,0,20
12-04-2010,34.3,24.5,41.6,0,22
13-04-2010,33,25.4,39.8,0,22
14-04-2010,32.7,24.1,41.2,0,21
15-04-2010,32.9,23.6,42.3,0,19
16-04-2010,33.8,23.5,42.9,0,20
17-04-2010,33.8,23.5,42.9,0,20
18-04-2010,33.8,23.5,42.9,0,20
19-04-2010,36.8,33.1,41.1,0,24
20-04-2010,34.8,29,41.8,0,22
21-04-2010,35.8,32.1,40.1,0,20
22-04-2010,33.5,27.4,39.9,0,25
23-04-2010,32.7,26.5,39.2,0,21
24-04-2010,32.3,23.7,39.4,0,21
25-04-2010,32.3,24.7,39.7,0,24
26-04-2010,33.2,24.4,41.8,0,24
27-04-2010,34.8,25.3,42.8,0,24
28-04-2010,33.7,27.5,40.6,0,27
29-04-2010,33.2,26.4,41.4,0,35
30-04-2010,34.1,28,41.7,0,32
01-05-2010,32.1,28,41.7,1,37
02-05-2010,30.8,23.6,36.7,2,43
03-05-2010,32.3,26.2,38.5,0,37
04-05-2010,33.8,26.8,41.2,0,37
05-05-2010,35.3,28.5,41.2,0,31
06-05-2010,32.4,28.4,35.5,0,48
07-05-2010,29.7,28.4,35.6,0,52
08-05-2010,30.9,23.6,38.3,0,45
09-05-2010,33.4,27.5,39,0,35
10-05-2010,33.7,26.2,40.7,0,28
11-05-2010,34.7,27.5,41,0.5,24
12-05-2010,33.6,25.8,41.8,0,23
13-05-2010,37,25.9,44.4,0,18
14-05-2010,35.4,30.2,43.2,0,19
15-05-2010,36.1,30.2,43.3,0,20
16-05-2010,35.6,25.6,43.9,0,23
17-05-2010,37.1,28.2,45.4,0,22
18-05-2010,38.3,32,44.6,0,22
19-05-2010,35.9,30.6,41.6,0,28
